,"MA","Title","First author","Last author","Abstract","OnResearchgate","DOI","rg_URL"
90,"MA4","Earthworms as drivers of the competition between grasses and legumes","Valerie Eviner","Valerie Eviner","Grasses and legumes are grown together worldwide to improve total herbage yield and the quality of forage, however, the causes of population oscillations of grasses and legumes are poorly understood. Especially in grasslands, earthworms are among the most important detritivore animals functioning as ecosystem engineers, playing a key role in nutrient cycling and affecting plant nutrition and growth. The objectives of the present greenhouse experiment were to quantify the effects of earthworms on grass-legume competition in model grassland systems at two harvesting dates - simulating the widespread biannual mowing regime in Central European grasslands. The presence of earthworms increased the productivity of grasses and legumes after 6 weeks but only that of grasses after another 10 weeks. In mixed treatments, the presence of grasses and earthworms decreased legume shoot biomass, the amount of nitrogen (N) in shoot tissue and the number of legume flowerheads while the presence of legumes and earthworms increased the amount of N in grass shoots and the infestation of grasses with aphids. Analyses of N-15/N-14 ratios indicate that. compared to legumes, grasses more efficiently exploit soil mineral N and benefit from legume presence through reduced ""intra-functional group"" competition. In contrast to previous experiments, we found no evidence for N transfer from legumes to grasses. However, legume presence improved total herbage and N yield. Earthworms likely modulate the competition between grasses and legumes by increasing soil N uptake by plants and thereby increasing the competitive strength of grasses. Earthworms function as essential driving agents of grass-legume associations by (I) increasing grass yield, (II) increasing the amount of N in grass hay, (III) increasing the infestation rate of grasses with aphids, and (IV) potentially reducing the attractiveness of grass-legume associations to pollinators. (C) 2008 Elsevier Ltd. All rights reserved.","Oct 2008","DOI: 10.1016/j.soilbio.2008.07.010","https://www.researchgate.net/publication/235734169_Earthworms_as_drivers_of_the_competition_between_grasses_and_legumes?_sg=oUP71EpK9IFA0zQuXBf5zce1xAi2xl_fLfvHwR75CMnFv3Mq2Z9Xdlg5TNMfO19bHrzKcp6GHi2FWHE"
91,"MA4","Invasibility of experimental grassland communities: the role of earthworms, plant functional group identity and seed size","Nico Eisenhauer","Stefan Scheu","Invasions of natural communities by non‐indigenous species threaten native biodiversity and are currently rated as one of the most important global‐scale environmental problems. The mechanisms that make communities resistant to invasions and drive the establishment success of seedlings are essential both for management and for understanding community assembly and structure. Especially in grasslands, anecic earthworms are known to function as ecosystem engineers, however, their direct effects on plant community composition and on the invasibility of plant communities via plant seed burial, ingestion and digestion are poorly understood. In a greenhouse experiment we investigated the impact of Lumbricus terrestris , plant functional group identity and seed size of plant invader species and plant functional group of the established plant community on the number and biomass of plant invaders. We set up 120 microcosms comprising four plant community treatments, two earthworm treatments and three plant invader treatments containing three seed size classes. Earthworm performance was influenced by an interaction between plant functional group identity of the established plant community and that of invader species. The established plant community and invader seed size affected the number of invader plants significantly, while invader biomass was only affected by the established community. Since earthworm effects on the number and biomass of invader plants varied with seed size and plant functional group identity they probably play a key role in seedling establishment and plant community composition. Seeds and germinating seedlings in earthworm burrows may significantly contribute to earthworm nutrition, but this deserves further attention. Lumbricus terrestris likely behaves like a ‘farmer’ by collecting plant seeds which cannot directly be swallowed or digested. Presumably, these seeds are left in middens and become eatable after partial microbial decay. Increased earthworm numbers in more diverse plant communities likely contribute to the positive relationship between plant species diversity and resistance against invaders.","May 2008","DOI: 10.1111/j.0030-1299.2008.16812.x","https://www.researchgate.net/publication/230255675_Invasibility_of_experimental_grassland_communities_The_role_of_earthworms_plant_functional_group_identity_and_seed_size?_sg=t-W4uDZEkLyL7M24-1PgHTujdqidxBIiziQntN_NAQ__gy2vkoM39o5qHJjU-_16X5-EJ_wmNEU4DGw"
92,"MA4","Earthworms, soil mineral nitrogen and forage production in grass-based hayfields","N ERIKSENHAMEL","J WHALEN","This study was designed to address how earthworm activity influences soil mineral nitrogen (N), plant N uptake and forage yield in grass-based hayfields. Earthworm populations were reduced by applying carbaryl pesticide to the experimental field plots every 2-weeks, effectively eliminating the earthworms for up to 12-weeks from May to August. Grass yields and tissue N concentrations were measured every 2 weeks, and the soil mineral N concentration determined at the final harvest. Reducing earthworm populations for up to 12-weeks did not affect grass yield or N uptake. However, regression analysis showed that plots with undisturbed earthworm populations had higher soil N by 0.8 kg N ha−1 per week, representing mineralization of about 10 kg N ha−1 during the 12-week study. This was a fraction of the fertilizer N recommendation (75 kg N ha−1) for grass-based hayfields in this region. Therefore, the increase in soil mineral N from earthworm activity was small, relative to the N requirements of the hayfield.","Apr 2008","DOI: 10.1016/j.soilbio.2007.11.013","https://www.researchgate.net/publication/229171039_Earthworms_soil_mineral_nitrogen_and_forage_production_in_grass-based_hayfields?_sg=W8tcQ9DGdz2sR89rlgrXJ4lL1d4pTDtaT1l1wd5hzSFu965j6zzdBObENKiOwAAW12Ku_QRE7BTwMl4"
93,"MA4","Earthworms and litter management contributions to ecosystem services in a tropical agroforestry system","Steven J. Fonte","Johan Six","The development of sustainable agricultural systems depends in part upon improved management of non-crop species to enhance the overall functioning and provision of services by agroecosystems. To address this need, our research examined the role of earthworms and litter management on nutrient dynamics, soil organic matter (SOM) stabilization, and crop growth in the Quesungual agroforestry system of western Honduras. Field mesocosms were established with two earthworm treatments (0 vs. 8 Pontoscolex corethrurus individuals per mesocosm) and four litter quality treatments: (1) low-quality Zea mays, (2) high-quality Diphysa robinioides, (3) a mixture of low- and high-quality litters, and (4) a control with no organic residues applied. Mesocosms included a single Z. mays plant and additions of 15N-labeled inorganic nitrogen. At maize harvest, surface soils (0-15 cm) in the mesocosms were sampled to determine total and available P as well as the distribution of C, N, and 15N among different aggregate-associated SOM pools. Maize plants were divided into grain and non-grain components and analyzed for total P, N, and 15N. Earthworm additions improved soil structure as demonstrated by a 10% increase in mean weight diameter and higher C and N storage within large macro-aggregates (>2000 microm). A corresponding 17% increase in C contained in micro-aggregates within the macro-aggregates indicates that earthworms enhance the stabilization of SOM in these soils; however, this effect only occurred when organic residues were applied. Earthworms also decreased available P and total soil P, indicating that earthworms may facilitate the loss of labile P added to this system. Earthworms decreased the recovery of fertilizer-derived N in the soil but increased the uptake of 15N by maize by 7%. Litter treatments yielded minimal effects on soil properties and plant growth. Our results indicate that the application of litter inputs and proper management of earthworm populations can have important implications for the provision of ecosystem services (e.g., C sequestration, soil fertility, and plant production) by tropical agroforestry systems.","Jun 2010","DOI: 10.1890/09-0795.1","https://www.researchgate.net/publication/45088533_Earthworms_and_litter_management_contributions_to_ecosystem_services_in_a_tropical_agroforestry_system?_sg=Ojywg4rgjLw2cndjgUavTS1TFvICKlhbhzP8eJM8IwRvREMuU_nb2J74oy-GPyo8NcmDeYNwqYEaaVE"
94,"MA4","The role of earthworms in soil fertility","Sudhanshu Singh","Deshans Chaudhary ","The soil biota benefits soil productivity and contributes to the sustainable function of all ecosystems. The cycling of nutrients is a critical function that is essential to life on earth. Earthworms (EWs) are a major component of soil fauna communities in most ecosystems and comprise a large proportion of macro-fauna biomass. The earthworms are the biological indicator of the soil ecosystem as they indicate the health and fertility of the soil for proper cropping. They enhance the nutrients contents, increase water holding capacity, and improve microbial activity in the soil. Their activity is beneficial because it can enhance soil nutrient cycling through the rapid incorporation of detritus into mineral soils. In addition to this mixing effect, mucus production associated with water excretion in earthworm guts also enhances the activity of other beneficial soil microorganisms. So, in the short term, a more significant effect is the concentration of large quantities of nutrients (N, P, K, and Ca) that are easily assailable by plants in fresh cast depositions. In addition, earthworms seem to accelerate the mineralization as well as the turnover of soil organic matter. Earthworms are known also to increase nitrogen mineralization, through direct and indirect effects on the microbial community. All over the world approximately 3627 species of earthworms are there. Earthworms are of two type's micrdrilli and megadrilli, in microdrilli group about 280 species, and the rest all are under megadrilli. Megadrilli group earthworms are soil living earthworms; they are grouped under three subgroups epigeic, endogeic, and anecic. The increased transfer of organic C and N into soil aggregates indicates the potential for earthworms to facilitate soil organic matter stabilization and accumulation in agricultural systems, and that their influence depends greatly on differences in land management practices.","Feb 2023","N/A","https://www.researchgate.net/publication/368571784_ROLE_OF_EARTHWORM_IN_SOIL_FERTILITY_CROP_IMPROVEMENT_AND_MAINTENANCE_THROUGH_THE_PRODUCTION_OF_BIOGENIC_STRUCTURES_IN_SOIL?_sg=vBRQaJYtyG-VhgphaVKsun_O0GlIlGw7Tlol1rEL16uNda3g1EBBpSGIoEfaZFxwBnkU6dYc8l-34Rg"
95,"MA4","Earthworms, Collembola and residue management change wheat (Triticum aestivum) and herbivore pest performance (Aphidina : Rhophalosiphum padi)","Xin Ke","Stefan Scheu","Management practices of arable systems determine the distribution of soil organic matter thereby changing decomposer animal activity and their impact on nutrient mineralization, plant growth and plant–herbivore interactions. Decomposer-mediated changes in plant growth and insect pest performance were investigated in wheat–aphid model systems in the greenhouse. Three types of litter distribution were established: litter patch at the soil surface (simulating mulching), litter patch deeper in soil (simulating ploughing) and litter homogeneously mixed into soil (simulating disk cultivation). The litter was labelled with 15N to follow the mineralization and uptake of nutrients by the plants. Earthworms (Aporrectodea caliginosa) and Collembola (Protaphorura armata) were included as representatives of major functional groups of decomposers. Wheat (Triticum aestivum) was planted and aphids (Rhophalosiphum padi) were introduced to leaves as one of the most important pests. Earthworms, Collembola and litter distribution affected plant growth, N acquisition and aphid development in an interactive way. Earthworms and Collembola increased biomass of seeds, shoots and roots of wheat. Increased plant growth by earthworms and Collembola was mainly due to increased transfer of N from soil (rather than litter) into plants. Despite increasing plant growth, earthworms reduced aphid reproduction. Aphid reproduction was not correlated closely with plant N concentrations, but rather with the concentration of litter N in wheat. Unexpectedly, both Collembola and earthworms predominantly affected the mobilization of N from soil organic matter, and by altering the distribution of litter earthworms reduced infestation of crops by aphids via reducing plant capture of litter N, in particular if the litter was concentrated deeper in soil. The results suggest that management practices stimulating a continuous moderate increase in nutrient mobilization from soil organic matter rather than nutrient flushes from decomposing fresh organic matter result in maximum plant growth with minimum plant pest infestation.","Oct 2008","DOI: 10.1007/s00442-008-1106-y","https://www.researchgate.net/publication/51428073_Earthworms_Collembola_and_residue_management_change_wheat_Triticum_aestivum_and_herbivore_pest_performance_Aphidina_Rhophalosiphum_padi?_sg=Q4XPsCA1cnJ4gv9SGeckHQB3JqdMaC2_fdwEmV4i5t-YYw6NZ1lS_2ovx1Gm8cgnFF5Cg49c4gsPWGU"
96,"MA4","Decomposer animals (Lumbricidae, Collembola) affect plant performance in model grasslands of different diversity","Stephan Partsch","Stefan Scheu","Decomposer invertebrates influence soil structure and nutrient mineralization as well as the activity and composition of the microbial community in soil and therefore likely affect plant performance and plant competition. We established model grassland communities in a greenhouse to study the interrelationship between two different functional groups of decomposer invertebrates, Lumbricidae and Collembola, and their effect on plant performance and plant nitrogen uptake in a plant diversity gradient. Common plant species of Central European Arrhenatherion grasslands were transplanted into microcosms with numbers of plant species varying from one to eight and plant functional groups varying from one to four. Separate and combined treatments with earthworms and collembolans were set up. Microcosms contained 15N labeled litter to track N fluxes into plant shoots. Presence of decomposers strongly increased total plant and plant shoot biomass. Root biomass decreased in the presence of collembolans and even more in the presence of earthworms. However, it increased when both animal groups were present. Also, presence of decomposers increased total N concentration and 15N enrichment of grasses, legumes, and small herbs. Small herbs were at a maximum in the combined treatment with earthworms and collembolans. The impact of earthworms and collembolans on plant performance strongly varied with plant functional group identity and plant species diversity and was modified when both decomposers were present. Both decomposer groups generally increased aboveground plant productivity through effects on litter decomposition and nutrient mineralization leading to an increased plant nutrient acquisition. The non-uniform effects of earthworms and collembolans suggest that functional diversity of soil decomposer animals matters and that the interactions between soil animal functional groups affect the structure of plant communities.","Nov 2006","DOI: 10.1890/0012-9658(2006)87[2548:DLCAPP]2.0.CO;2","https://www.researchgate.net/publication/6706927_Decomposers_Lumbricidae_Collembola_affect_plant_performance_in_model_grasslands_of_different_diversity?_sg=VSrBJuDkiwzzbFO1Nl-ghcIg3lzVuWnw_TY4begvmWw2c1ErWqBPa_udjC0cRfDt9NpD10sk77OM5NA"
97,"MA4","Effect of the endogenic earthworm Pontoscolex corethrurus on soil chemical characteristics and plant growth in a low-input tropical agroecosystem","J. Ridley","H. Philips","Low densities of Pontoscolex corethrurus have been introduced into low-input cropping systems at Yurimaguas (Peru) to test their effects on soil fertility under field conditions for six successive cropping cycles. Earthworm biomass was sustained at 40g m-2 fw (ca. 3 g ash-free dry mass) on the average with peak values of 80 g at harvests 2 and 3 in treatments receiving an application of legume green manure. At the 6th harvest, earthworm biomass was significantly lower in the treatment with no organic input than in treatments with crop residues and legume green manure. Earthworm activities did not prevent C and nutrient stocks from being significantly depleted although P, K and Ca concentrations tended to be higher than in non-inoculated treatments at the 6th harvest. Plant production was significantly increased by 36% due to earthworm inoculation in a traditional low-input rotation (maize, rice, cowpea, rice, rice, rice) with variation between - 43 and + 78%, depending on the crop and climatic conditions. In a continuous maize culture that received fertilizers for the last three crops, grain production was increased by 2.45-fold on average, due to earthworm inoculation. These results demonstrate that the maintenance of active earthworm populations was favourable to crop production during the time scale of our experiments (3 y). Longer term experiments are required to test the sustainability of the positive effects observed.","Jun 1996","DOI: 10.1016/0038-0717(96)00018-1","https://www.researchgate.net/publication/262900474_Effect_of_the_endogeic_earthworm_Pontoscolex_corethrurus_on_soil_chemical_characteristics_and_plant_growth_in_a_low-input_tropical_agroecosystem?_sg=X-z5Af_r3wrdxSXa4Uvd2vmp4Q8ayS9gA3zWojpRvW4jJyDaj1sfZ67Sj79KHgSUuIcvTdMdPw5j2n4"
98,"MA4","Effects of earthworms on metal uptake of heavy metals from polluted mine soils by different crop plants","E. Ruiz","J. Alonso-Azcárate","A pot experiment was conducted in order to assess the effect of the earthworm Eisenia fetida on the uptake of Pb, Zn, Cd and Cu from soils polluted by mining activities using maize (Zea mays) and barley (Hordeum vulgare). Results from single and sequential extractions showed that the soil chemical partitioning of heavy metals was significantly changed by E. fetida, leading to a higher concentration of metals in the non-residual fractions of the soil. Earthworm activities significantly increased shoot biomass (65% for maize and 73% for barley) and root metal concentration for all the metals under study in both maize and barley. The total accumulation rate values for Cd, Cu, Pb and Zn were significantly higher in the presence of E. fetida for both crop plants. Those latter effects led to an increase in Zn extraction yields of up to 3.7-fold and 2.3-fold for barley and maize, respectively.","Mar 2009","DOI: 10.1016/j.chemosphere.2009.01.042","https://www.researchgate.net/publication/24030247_Effects_of_earthworms_on_metal_uptake_of_heavy_metals_from_polluted_mine_soils_by_different_crop_plants?_sg=zSoRSxAFONU8pliR5AhOIYga-ULsnAu0YQ4xyjsrcLN0F3fX5RaiGpQI4gveYFSzFMjNpGwunmmvT-U"
99,"MA4","Lumbricus terrestris L. activity increases the availability of metals and their accumulation in maize and barley","E. Ruiz","L. Rodríguez","The effect of the earthworm Lumbricus terrestris L. on metal availability in two mining soils was assessed by means of chemical extraction methods and a pot experiment using crop plants. Results from single and sequential extractions showed that L. terrestris had a slight effect on metal fractionation in the studied soils: only metals bound to the soil organic matter were significantly increased in some cases. However, we found that L. terrestris significantly increased root, shoot and total Pb and Zn concentrations in maize and barley for the soil with the highest concentrations of total and available metals. Specifically, shoot Pb concentration was increased by a factor of 7.5 and 3.9 for maize and barley, respectively, while shoot Zn concentration was increased by a factor of 3.7 and 1.7 for maize and barley, respectively. Our results demonstrated that earthworm activity increases the bioavailability of metals in soils.","Mar 2011","DOI: 10.1016/j.envpol.2010.11.032","https://www.researchgate.net/publication/49714099_Lumbricus_terrestris_L_Activity_increases_the_availability_of_metals_and_their_accumulation_in_maize_and_barley?_sg=UIcP60QCXXDrTaEkqlg2jlWjrOze1mQBC8rGh3-5q7EzjoGUtszD5rhmjx9jkJzTjVOOV7oI_my1FVI"
100,"MA4","The effect of earthworms on soil productiveness","Edward John Russell","Edward John Russell","Gilbert White devotes one of his letters to earthworms. “Worms,” he says “ seem to be the great promoters of vegetation, which would “ proceed but lamely without them, by boring, perforating, and loosen-“ing the soil, and rendering it pervious to rains and the fibres of plants, “by drawing straws and stalks of leaves and twigs into it; and, most of “ all, by throwing up such infinite numbers of lumps of earth called “ worm-casts, which, being their excrement, is a fine manure for grain “and grass… the earth without worms would soon become cold, hard-“ bound, and void of fermentation, and consequently sterile.” Sixty years later, in 1837, Darwin published a paper, in which he showed the important part played by worms in the formation of vegetable mould. Further observations were recorded by Hensen in 1877. Agricultural chemists did not, however, generally make use of any of this work, and it was not till 1881 that the publication of Darwin's Earthworms and Vegetable Mould directed so much attention to the subject that the action of earthworms could no longer be disregarded. Several investigations have since been made into the part played by earthworms in promoting fertility, perhaps the best known being those recorded in Wollny's Zersetzung der organischen Stoffe.","Sep 1910","DOI: 10.1017/S0021859600000824","https://www.researchgate.net/publication/231803856_The_Effect_of_Earthworms_on_Soil_Productiveness?_sg=K0tNcBJSaDXsruw2JxcJJXRoicmlIqG9nIeCgjzmzqMktYnjV4JXXcfJiztygPQ0NownJKj42Q-W6Qk"
101,"MA4","Effects of invasion of an aspen forest (Canada) by Dendrobaena-octaedra (Lumbricidae) on plant-growth","Stefan Scheu","Dennis Parkinson","Effects of invasion of an aspen forest in the Canadian Rocky Mountains by the earthworm Dendrobaena octaedra (Savigny) on nutrient mineralization, soil microflora, and plant growth were investigated during the growth period of 1992. Experimental chambers with reconstructed forest floor were placed in the held and destructively sampled after 7 and 14 wk. D. octaedra enhanced the shoot biomass of the grass Agropyron trachycaulum (Link) Malte (Poaceae) and increased the shoot-to-root ratio during early plant growth. Microbial biomass, basal respiration and respiratory quotient qCO(2) in L/F layer material were reduced by D. octaedra but increased in the H layer. The nutrient (NH4+, NO3-, PO43-) content in soil was also affected by D. octaedra but the effects were small. Effects of the earthworms on soil nutrient content were masked by the great variation in the data and by leaching of nutrients from experimental chambers.","Dec 1994","DOI: 10.2307/1940889","https://www.researchgate.net/publication/254715857_Effects_of_Invasion_of_an_Aspen_Forest_Canada_by_Dendrobaena_Octaedra_Lumbricidae_on_Plant_Growth?_sg=By-JCr2dhTE_kHMNABR0OKvdYHZaI8aKXJxDUdgukjnL7Lq-P0CvU9iRIXjUM3tVCeYh3LTJ6uX-6lg"
102,"MA4","Links between the detritivore and the herbivore system: effects of earthworms and collembola on plant growth and aphid development","Stefan Scheu","T. Hefin Jones","Effects of Collembola (Heteromurus nitidus and Onychiurus scotarius) and earthworms (Aporrectodea caliginosa and Octolasion tyrtaeum) on the growth of two plant species from different functional groups (Poa annua and Trifolium repens), and on the development of aphids (Myzus persicae) were investigated in a laboratory experiment lasting 20 weeks. Using soil from a fallow site which had been set aside for about 15 years, we expected that nitrogen would be of limited supply to plants and hypothesized that the soil animals studied, particularly earthworms, would increase nutrient availability to plants and thereby also modify aphid reproduction and development. Plant growth was modified strongly by the presence of soil animals. Earthworms caused a more than twofold increase in shoot and root mass of P. annua but increased that of T. repens by only 18% and 6%, respectively. However, earthworms neither affected plant shoot/root ratio nor the nitrogen concentration in plant tissue. In contrast, the presence of Collembola caused a reduction in plant biomass particularly that of P. annua roots, but plant tissue nitrogen concentration was increased, although only slightly. Aphid reproduction on T. repens was lowered in the presence of Collembola on average by 45% but on P. annua increased by a factor of about 3. It is concluded that Collembola decrease aphid reproduction on more palatable host plants like T. repens but increase that on less palatable ones like P. annua. Earthworm presence also affected aphid reproduction but the effect was less consistent than that of Collembola. In the presence of earthworms, aphid reproduction was in one experimental period increased by some 70%. Earthworms also modified the numbers of Collembola and their vertical distribution in experimental chambers. Exploitation of deeper soil layers by H. nitidus was increased but, generally, O. scotarius numbers were reduced whereas those of H. nitidus increased in earthworm treatments. The presence of Collembola also influenced earthworm body mass during the experiment. In general it declined, but in the presence of Collembola loss of body mass of A. caliginosa was more pronounced. We conclude that inhibiting effects between Collembola and earthworms resulted from the use of a common resource, litter material rich in nitrogen. This is supported by the higher C/N ratio of the litter material in the presence of earthworms and Collembola by the end of the experiment. Effects of soil invertebrates like Collembola and earthworms on plant performance and aphid development are assumed to be modified by complex direct and indirect interactions among soil animal groups.","Jun 1999","DOI: 10.1007/s004420050817","https://www.researchgate.net/publication/225741988_Links_between_the_detritivore_and_the_herbivore_system_Effects_of_earthworms_and_Collembola_on_plant_growth_and_aphid_development?_sg=ESMyV898Jg5uzLOYkKZ9p8dX-dY2wIIvoLoP1xceiJh_NLieNzkVyUSPEEQrpMsTSEfAC5awEbcz1Ic"
103,"MA4","Stimulation of plant-growth by tropical earthworms","A.V. Spain","A. Mariotti","In experiments conducted in the Côte d'Ivoire, increased growth of maize and guinea grass in an infertile, granite-derived soil was associated with the addition of earthworms to the soil in which these plants were grown. Experiments using 15N-labelled Millsonia anomala and soil microbial biomass indicated an increased incorporation of N from the microbial biomass into Panicum maximum in the presence of earthworms.","Dec 1992","DOI: 10.1016/0038-0717(92)90161-P","https://www.researchgate.net/publication/223162628_Stimulation_of_plant_growth_by_tropical_earthworms?_sg=n_Q1FhGmPjs3TUbSgbc2g_71QspjVlAw1YayAcEI-uciO5M7ErlW_XGXqRQx3vUhWh2bppEOwjvrlqM"
104,"MA4","Ability of the lumbricid earthworms Aporrectodea rosea and Aporrectodea trapezoides to reduce the severity of take-all under greenhouse and field conditions","P.M. Stephens","M.H. Ryder","The influence of the earthworms A. rosea and A. trapezoides on wheat plants, grown in soil artificially infested with the take-all fungus Gaeumannomyces graminis var. tritici (Ggt) was examined. In pot trials, using a red-brown earth soil artificially infested with Ggt, the presence of the earthworm A. trapezoides (at a density equivalent to 314 or 471 m−2) was associated with a significant (P <0.05) increase in shoot weight and a reduction in the severity of take-all (as measured by a reduction in the percentage length of seminal roots containing take-all lesions). In contrast, in the absence of added Ggt, shoot weight was not significantly (P> 0.05) influenced by the presence of A. trapezoides.Two field trials were conducted, in which A. rosea and A. trapezoides were added, at an equivalent density of 100 or 300 m−2, to cylinders driven into the soil. In a calcareous sandy loam artificially infested with Ggt, the presence of the earthworms A. rosea or A. trapezoides (at these densities) was associated with a significant (P<0.05) reduction in the severity of take-all disease. Under the same conditions, A. rosea or A. trapezoides (at an equivalent density of 300 m−2) caused a significant increase in shoot weight. In contrast, in the absence of added Ggt, shoot weight was not significantly (P>0.05) influenced by the presence of A. rosea or A. trapezoides. In a second field trial in a red-brown earth, the presence of the earthworm A. trapezoides (at an equivalent density of 300 m−2) was associated with a significant (P<0.05) reduction in the severity of take-all disease. Under the same conditions, A. rosea or A. trapezoides did not cause a significant increase in shoot weight. In the absence of Ggt, shoot weight was not significantly (P>.05) influenced by the presence of A. rosea or A. trapezoides.These results demonstrate the potential of the earthworms A. rosea and A. trapezoides, under both greenhouse and field conditions, to reduce the severity of take-all disease on wheat.","Oct 1994","DOI: 10.1016/0038-0717(94)90209-7","https://www.researchgate.net/publication/223560052_Ability_of_the_lumbricid_earthworm_Aporrectodea_rosea_and_Aporrectodea_trapezoides_to_reduce_the_severity_of_take-all_under_green_house_and_field_conditions?_sg=Y357uxWSXg6U1Q0TvGnWkBih-ACcGMCBeTPoYMi-WlEzynFUTimfL8cQP3c2y0NPgXMAAc6hjQpvD8Q"
105,"MA4","Ability of the earthworms Aporrectodea rosea and Aporrectodea trapezoides to increase plant-growth and the foliar concentration of elements in wheat (Triticum aestivum cv spear) in a sandy loam soil","P. M. Stephens","M. H. Ryder","In a greenhouse study, the ability of the earthworms Aporrectodea rosea and A. trapezoides to influence the foliar concentration of elements and the growth of wheat plants was assessed 27 days after sowing in a sandy loam soil. The presence of A. rosea and A. trapezoides (at densities equivalent to 314 and 471 m-2, respectively) caused a significant increase in the shoot dry weight of wheat. The presence of A. rosea and A. trapezoides (at densities equivalent to 314 and 157 m-2, respectively) was also associated with a significant increase in the root dry weight of wheat. The presence of A. rosea caused a significant increase in the foliar concentration of Ca, Cu, K, Mn, N, Na, and P, but did not influence the foliar concentration of Al, B, Fe, Mo, Mg, S, and Zn. The presence of A. trapezoides was associated with a significant increase in the foliar concentration of Al, Ca, Fe, K, Mn, N, and Na, but did not influence the foliar concentration of B, Cu, Mo, Mg, P, S, and Zn. These results demonstrate the potential of A. rosea and A. trapezoides to increase the growth of wheat in a sandy loam soil and suggest that the mechanism by which they increased plant growth was, in part, through increasing the availability and uptake of nutrients from this soil.","Jul 1994","DOI: 10.1007/BF00336462","https://www.researchgate.net/publication/226449812_Ability_of_the_earthworms_Aporrectodea_rosea_and_Aporrectodea_trapezoides_to_increase_plant_growth_and_the_foliar_concentration_of_elements_in_wheat_Triticum_aestivum_cv_Spear_in_a_sandy_loam_soil?_sg=VBhiwwVFoDJ9x0wcGXABC04hPG5TItWW6XQ_W9YrNLArJ_WrUBYlTTIHOpuOZjYWYz6wvucZyAdggkU"
106,"MA4","Laboratory studies on the influence of the earthworm Eukerria saltensis (Beddard) (Oligochaeta : Ocnerodrilidae) on overlying water quality and rice plant establishment","M. M. Stevens","G. N. Warren","Dense infestations of a peregrine oligochaete worm, Eukerria saltensis (Beddard), have been linked to rice crop failures in southern New South Wales, Australia. The influence of E. saltensis on water quality and rice plant establishment was investigated in a series of laboratory experiments using a flooded Riverina clay soil. Worm densities of 20 and 40 per container (2548 and 5096 worms/m, respectively) significantly increased water turbidity after 7 days incubation. Longer incubation periods led to turbidity levels of over 500 NTU being achieved (40 worms per container, 21 days incubation). Water pH was significantly reduced by densities of 10, 20, and 40 worms per container after 7 days under cyclical illumination, however in continuous darkness significant changes in pH related to worm density were only found after 21 days incubation. Nitrogen as NH4+ and total phosphorus increased significantly in the overlying water in response to increasing worm densities after 21 days incubation, however nitrogen as nitrate/nitrite and soluble phosphorus did not. Algal production (measured as extracted chlorophyll a concentration) was unaffected by the worms, reflecting the low concentrations of available phosphorus in all treatments. Rice plants grown in containers with worms produced significantly longer and heavier shoots than control plants. Root systems were unaffected, and there was no evidence of root abrasion. Evaluation of rice seed stratification in the soil profile indicates that rice seeds can be passively transported below the soil surface by the feeding and tunnelling activity of E. saltensis. Our results suggest that E. saltensis impedes the establishment of aerially-sown rice crops primarily by increasing water turbidity. Plants respond to high turbidity by partitioning more of their growth into shoot production, and consequently become vulnerable touprooting through wave action, particularly as the soil loses compaction because of worm activity. Maintaining the lowest possible water levels during rice crop establishment has helped farmers to minimize these effects.","Jan 2000","DOI: 10.1080/09670870050206082","https://www.researchgate.net/publication/233233542_Laboratory_studies_on_the_influence_of_the_earthworm_Eukerria_saltensis_Beddard_Oligocheta_Ocnerodrilidae_on_overlying_water_quality_and_rice_plant_establishment?_sg=5stX_T8C1KMzGxhWdqOr-FWUt3w94vBDnrEUWKnVR9Ag73sKqDyHSpSZnz7lYDBvoWpYbNvLIvG-qw8"
107,"MA4","Earthworm activity and plant growth in artificial cultures","J. A. Van Rhee","J. A. Van Rhee","Experiments have been carried out with breeding worms in artificial cultures. The conditions in pot cultures generally appeared to be far from optimal, which was evident from the fact that earthworms died or were partly found in aestivation. Cage cultures were very suitable for breeding earthworms and hence for demonstrating their beneficial effect on the growth of plants. Earthworms, added in high concentrations, doubled the dry-matter yield of spring wheat, increased grass yields four times and clover yields ten times. Pea yields were reduced.","Feb 1965","DOI: 10.1007/BF01377688","https://www.researchgate.net/publication/225934998_Earthworm_activity_and_plant_growth_in_artificial_cultures?_sg=WZh_Fh3fuPrHGkwWz2DCf0r_g0INuDCVqnirwUsV4GIXDhOWuWqIPKI3gn6YFRmn_z9dNMIwTCkW9KA"
108,"MA4","Study of effect of earthworms on orchard productivity","J.A. VAN RHEE","J.A. VAN RHEE","For a long time there has been a controversial discussion about the effect of earthworms on plant growth in general. Since in most temperate regions there are few possibilities to check this under field conditions, it seemed useful to undertake such field studies in the worm-free polder soils of The Netherlands. In earlier papers it has been already mentioned that since 1966 young apple orchards in Oostelijk Flevoland — the third polder of the IJssel Lake, which was drained in 1957 — were inoculated with earthworms on a large scale (VAN Rhee 1969a, 1970). In those papers the first results concerning the effect of worm activities under such unique conditions have been already mentioned. This publication is the final report of an 8-years study.","Mar 1977","DOI: 10.1016/S0031-4056(23)00155-5","https://www.researchgate.net/publication/284609605_A_study_of_the_effect_of_earthworms_on_orchard_productivity?_sg=3Yyeh0RUsZ2P767XHlsA4wcGAQbIIMOXG5ROPzXlbHQTla4odWginuqBjqK8r98sw-7l3PmV8LMJ--g"
