,"Title","First author","Last author","Abstract: ","Journal","Language","Year","Month","First Author Country","Last Author Country","DOI","DOI URL","DOI MA","Country study","Location ","Keywords","Keywords MA"
"189","Linking direct and indirect pathways mediating earthworms, deer, and understory composition in Great Lakes forests.","Nicholas A. Fisichelli","Nico Eisenhauer","Abstract: Ahistorical drivers such as nonnative invasive earthworms and high deer densities can have substantial impacts on ecosystem processes and plant community composition in temperate and boreal forests of North America. To assess the roles of earthworm disturbance, deer, and environmental factors in the understory, we sampled 125 mixed temperate-boreal forest sites across the western Great Lakes region. We utilized structural equation modeling (SEM) to address the hypothesis that earthworm disturbance to the upper soil horizons and selective herbivory by deer are associated with depauperate understory plant communities dominated by graminoid and nonnative species. Evidence of earthworm activity was found at 93 % of our sites and 49 % had high to very high severity earthworm disturbance. The SEM fit the data well and indicated that widespread nonnative earthworm disturbance and high deer densities had similar magnitudes of impact on understory plant communities and that these impacts were partially mediated by environmental characteristics. One-third of the variation in earthworm disturbance was explained by soil pH, precipitation, and litter quality. Deer density and earthworm disturbance both increased graminoid cover while environmental variables showed direct and indirect relationships. For example, the positive relationship between temperature and graminoids was indirect through a positive temperature effect on deer density. This research characterizes an integrated set of key environmental variables driving earthworm disturbance and deer impacts on the forest understory, facilitating predictions of the locations and severity of future change in northern temperate and boreal forest ecosystems.","BIOLOGICAL INVASIONS ","en",2012,"Dec","USA","Germany","10.1007/s10530-012-0350-6","http://dx.doi.org/10.1007/s10530-012-0350-6","10.1111/gcb.13446","USA","125 forest sites in Minnesota, Wisconsin, and Michigan","Carex pensylvanica; Climate; Deer browsing; Earthworm invasion; Forest soils; Graminoid cover; Invasive plants; Understory plant community","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"190","Importance of earthworm–seed interactions for the composition and structure of plant communities: A review.","Estelle Forey","Nico Eisenhauer","Abstract: Soil seed bank composition and dynamics are crucial elements for the understanding of plant population and community ecology. Earthworms are increasingly recognized as important dispersers and predators of seeds. Through direct and indirect effects they influence either positively or negatively the establishment and survival of seeds and seedlings.  Seedling establishment is affected by a variety of earthworm-mediated mechanisms, such as selective seed ingestion and digestion, acceleration or deceleration of germination, and seed transport. Earthworm casts deposited on the soil surface and the entrance of earthworm burrows often contain viable seeds and constitute important regeneration niches for plant seedlings and therefore likely favour specific seed traits. However, the role of earthworms as seed dispersers, mediators of seed bank dynamics and seed predators has not been considered in concert. The overall effect of earthworms on plant communities remains little understood. Most knowledge is based on laboratory studies on temperate species and future work has to explore the biological significance of earthworm-seed interactions under more natural conditions.  In this review we summarize the current knowledge on earthworm-seed interactions and discuss factors determining these interactions. We highlight that this interaction may be an underappreciated, yet major driving force for the dynamics of soil seed banks and plant communities which most likely have experienced co-evolutionary processes. Despite the experimental bias, we hypothesize that the knowledge gathered in the present review is of crucial relevance for restoration and conservation ecology. For instance, as earthworms emerge as successful and ubiquitous invaders in various ecosystems, the summarized information might serve as a basis for realistic estimations and modelling of consequences on native plant communities. We depict promising directions of future research and point to the need to consider above- and belowground interactions in order to mechanistically understand the driving forces of plant community assembly. ","ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY ","en",2011,"Nov-Dec","France ","Germany","10.1016/j.actao.2011301","https://doi.org/10.1016/j.actao.2011.03.001","10.1111/gcb.13446","Various (review)","Various","Plant recruitment; Seed translocation; Seed predation; Germination; Regeneration niche; Soil fauna; Soil seed bank","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"191","Earthworm invasion into previously earthworm-free temperate and boreal forests.","Lee E. Frelich","Reich, Peter B.","Abstract: Earthworms are keystone detritivores that can influence primary producers by changing seedbed conditions, soil characteristics, flow of water, nutrients and carbon, and plant-herbivore interactions. The invasion of European earthworms into previously earthworm-free temperate and boreal forests of North America dominated by Acer, Quercus, Betula, Pinus and Populus has provided ample opportunity to observe how earthworms engineer ecosystems. Impacts vary with soil parent material, land use history, and assemblage of invading earthworm species. Earthworms reduce the thickness of organic layers, increase the bulk density of soils and incorporate litter and humus materials into deeper horizons of the soil profile, thereby affecting the whole soil food web and the above ground plant community. Mixing of organic and mineral materials turns mor into mull humus which significantly changes the distribution and community composition of the soil microflora and seedbed conditions for vascular plants. In some forests earthworm invasion leads to reduced availability and increased leaching of N and P in soil horizons where most fine roots are concentrated. Earthworms can contribute to a forest decline syndrome, and forest herbs in the genera Aralia, Botrychium, Osmorhiza, Trillium, Uvularia, and Viola are reduced in abundance during earthworm invasion. The degree of plant recovery after invasion varies greatly among sites and depends on complex interactions with soil processes and herbivores. These changes are likely to alter competitive relationships among plant species, possibly facilitating invasion of exotic plant species such as Rhamnus cathartica into North American forests, leading to as yet unknown changes in successional trajectory.","BIOLOGICAL INVASIONS ","en",2006,"Sep","USA","Australia","10.1007/978-1-4020-5429-7_5","http://dx.doi.org/10.1007/978-1-4020-5429-7_5","10.1111/gcb.13446","USA","New York forests, Minnesota forests","Aporrectodea; Dendrobaena; Exotic earthworm invasion; Lumbricus rubellus, Lumbricus terrestris; Keystone species; Minnesota forests; New York forests","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"192","Trophic cascades, invasive species and body-size hierarchies interactively modulate climate change responses of ecotonal temperate–boreal forest.","Lee E. Frelich","Nico Eisenhauer","Abstract: As the climate warms, boreal tree species are expected to be gradually replaced by temperate species within the southern boreal forest. Warming will be accompanied by changes in above- and below-ground consumers: large moose (Alces alces) replaced by smaller deer (Odocoileus virginianus) above-ground, and small detritivores replaced by larger exotic earthworms below-ground. These shifts may induce a cascade of ecological impacts across trophic levels that could alter the boreal to temperate forest transition. Deer are more likely to browse saplings of temperate tree species, and European earthworms favour seedlings of boreal tree species more than temperate species, potentially hindering the ability of temperate tree species to expand northwards. We hypothesize that warming-induced changes in consumers will lead to novel plant communities by changing the filter on plant species success, and that above- and below-ground cascades of trophic interactions will allow boreal tree species to persist during early phases of warming, leading to an abrupt change at a later time. The synthesis of evidence suggests that consumers can modify the climate change-induced transition of ecosystems.","PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES ","en",2012,"Nov","USA","USA","10.1098/rstb.2012235","https://doi.org/10.1098/rstb.2012.0235","10.1111/gcb.13446","Not found","Not found","body mass; climate warming; exotic earthworms; trophic interactions; soil food webs","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"193","Exploring carbon flow through the root channel in a temperate forest soil food web.","Kadeem J. Gilbert","Joseph B. Yavitt","Abstract: Soil food webs play an important role in forest ecosystem functions that may be sensitive to global environmental change. We traced a pulse of C-13 from the root systems of young sugar maple stands through the soil food web to explore energy flow from roots to soil heterotrophs. Invasive earthworms (Lumbricidae) were the most highly-enriched taxa sampled, indicating that they were consuming significant quantities of live fine roots and mycorrhizae and assimilating significant amounts of root-derived C. Another invasive invertebrate, a weevil (Barypeithes pellucidus) also appeared to consume significant amounts of roots or root-derived C. High isotope enrichment in ants (Formicidae) may reflect their feeding on phloem-sucking coccids in soil. All the predators collected from the litter layer also exhibited high isotope enrichment, including the salamander Plethodon cinereus. Moreover, in the absence of invasive earthworms all the taxa of animals collected from surface soil were similarly highly-enriched in root-derived isotopes. The apparent importance of the root channel in supplying energy to the soil food web suggests that forest ecosystem functions could be highly sensitive to global changes that alter proportional tree C allocation belowground.","SOIL BIOLOGY & BIOCHEMISTRY ","en",2014,"Sep","USA","USA","10.1016/j.soilbio.2014505","https://doi.org/10.1016/j.soilbio.2014.05.005","10.1111/gcb.13446","USA","Arnot Forest, central New York","Ants; Carbon; Earthworms; Energy flow; Invasive species; Salamander","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"194","Estimating local biodiversity change: a critique of papers claiming no net loss of local diversity.","Gonzalez, Andrew","Loreau, Michel","Abstract: Global species extinction rates are orders of magnitude above the background rate documented in the fossil record. However, recent data syntheses have found mixed evidence for patterns of net species loss at local spatial scales. For example, two recent data meta-analyses have found that species richness is decreasing in some locations and is increasing in others. When these trends are combined, these papers argued there has been no net change in species richness, and suggested this pattern is globally representative of biodiversity change at local scales. Here we reanalyze results of these data syntheses and outline why this conclusion is unfounded. First, we show the datasets collated for these syntheses are spatially biased and not representative of the spatial distribution of species richness or the distribution of many primary drivers of biodiversity change. This casts doubt that their results are representative of global patterns. Second, we argue that detecting the trend in local species richness is very difficult with short time series and can lead to biased estimates of change. Reanalyses of the data detected a signal of study duration on biodiversity change, indicating net biodiversity loss is most apparent in studies of longer duration. Third, estimates of species richness change can be biased if species gains during post-disturbance recovery are included without also including species losses that occurred during the disturbance. Net species gains or losses should be assessed with respect to common baselines or reference communities. Ultimately, we need a globally coordinated effort to monitor biodiversity so that we can estimate and attribute human impacts as causes of biodiversity change. A combination of technologies will be needed to produce regularly updated global datasets of local biodiversity change to guide future policy. At this time the conclusion that there is no net change in local species richness is not the consensus state of knowledge.","ECOLOGY ","en",2016,"Aug","Canada","France","10.3410/f.726357299.793518743","http://dx.doi.org/10.3410/f.726357299.793518743","10.1111/gcb.13446","Various (meta-analysis)","Various","Anthropocene; baselines; biodiversity monitoring; extinction; invasion; meta-analysis; species richness; time series","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"195","Earthworms increase soil microbial biomass carrying capacity and nitrogen retention in northern hardwood forests.","Peter M. Groffman","John C. Maerz","Abstract: Earthworms have been shown to produce contrasting effects on soil carbon (C) and nitrogen (N) pools and dynamics. We measured soil C and N pools and processes and traced the flow of C-13 and N-15 from sugar maple (Acer saccharum Marsh.) litter into soil microbial biomass and respirable C and mineralizable and inorganic N pools in mature northern hardwood forest plots with variable earthworm communities. Previous studies have shown that plots dominated by either Lumbricus rubellus or Lumbricus terrestris have markedly lower total soil C than uncolonized plots. Here we show that total soil N pools in earthworm colonized plots were reduced much less than C, but significantly so in plots dominated by contain L rubellus. Pools of microbial biomass C and N were higher in earthworm-colonized (especially those dominated by L rubellus) plots and more C-13 and N-15 were recovered in microbial biomass and less was recovered in mineralizable and inorganic N pools in these plots. These plots also had lower rates of potential net N mineralization and nitrification than uncolonized reference plots. These results suggest that earthworm stimulation of microbial biomass and activity underlie depletion of soil C and retention and maintenance of soil N pools, at least in northern hardwood forests. Earthworms increase the carrying capacity of soil for microbial biomass and facilitate the flow of N from litter into stable soil organic matter. However, declines in soil C and C:N ratio may increase the potential for hydrologic and gaseous losses in earthworm-colonized sites under changing environmental conditions. ","SOIL BIOLOGY & BIOCHEMISTRY ","en",2015,"Aug","USA","USA","10.1016/j.soilbio.2015325","https://doi.org/10.1016/j.soilbio.2015.03.025","10.1111/gcb.13446","USA","Arnot Teaching and Research Forest, Central New York State ","Carbon; Earthworms; Isotopes; Microbial biomass; Nitrification; Nitrogen","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"196","Allometric equations for estimation of ash-free dry mass from length measurements for selected European earthworm species (Lumbricidae) in the western Great Lakes region.","CINDY M. HALE","LEE E. FRELICH","Abstract: In the last decade the invasion of European earthworms into previously wormfree glaciated areas of North America has stimulated research into their impacts on native forest ecosystems in the region. As a first approximation, the impacts of invading earthworms are related to their biomass. However, direct measurements of biomass can be significantly affected by the moisture conditions under which the earthworms are collected and their relative gut contents. Ash-free dry mass is the best standardized measure of earthworm biomass, but requires the destruction of specimens. This paper presents five allometric equations that allow for estimation of ash-free dry biomass based on length (mm) measurements for European earthworm species (Lumbricidae) commonly seen in the United States.","AMERICAN MIDLAND NATURALIST","en",2004,"Jan","USA","USA","10.1674/0003-0031(2004)151[0179:aefeoa]2.co;2","https://www.jstor.org/stable/3566800","10.1111/gcb.13446","USA","North America forests ecosystems ","ORGANIC-MATTER; FOREST","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"197","Effects of European earthworm invasion on soil characteristics in northern hardwood forests of Minnesota.","Cindy M. Hale","John Pastor","Abstract: European earthworms are colonizing worm-free hardwood forests across North America. Leading edges of earthworm invasion in forests of northern Minnesota provide a rare opportunity to document changes in soil characteristics as earthworm invasions are occurring. Across leading edges of earthworm invasion in four northern hardwood stands, increasing total earthworm biomass was associated with rapid disappearance of the O horizon. Concurrently, the thickness, bulk density and total soil organic matter content of the A horizon increased, and it's percent organic matter and fine root density decreased. Different earthworm species assemblages influenced the magnitude and type of change in these soil parameters. Soil N and P availability were lower in plots with high earthworm biomass compared to plots with low worm biomass. Decreases in soil nitrogen availability associated with high earthworm biomass were reflected in decreased foliar nitrogen content for Carex pensylvanica, Acer saccharum and Asarum canadense but increased foliar N for Athyrium felix-femina. Overall, high earthworm biomass resulted in increased foliar carbon to nitrogen ratios. The effects of earthworm species assemblages on forest soil properties are related to their feeding and burrowing habits in addition to effects related to total biomass. The potential for large ecosystem consequences following exotic earthworm invasion has only recently been recognized by forest ecologists. In the face of rapid change and multiple pressures on native forest ecosystems, the impacts of earthworm invasion on forest soil structure and function must be considered.","ECOSYSTEMS ","en",2005,"Dec","USA","USA","10.1007/s10021-005-0066-x","http://dx.doi.org/10.1007/s10021-005-0066-x","10.1111/gcb.13446","USA","Chippewa National Forest of north-central Minnesota","earthworm invasion; northern hardwood forests; forest soils; Lumbricidae; exotic species invasion; ecosystem change; Acer saccharum ","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"198","Changes in hardwood forest understory plant communities in response to European earthworm invasions.","Cindy M. Hale","Peter B. Reich","Abstract: European earthworms are colonizing earthworm-free northern hardwood forests across North America. Leading edges of earthworm invasion provide an opportunity to investigate the response of understory plant communities to earthworm invasion and whether the species composition of the earthworm community influences that response. Four sugar maple-dominated forest sites with active earthworm invasions were identified in the Chippewa National Forest in north central Minnesota, USA. In each site, we established a 30 X 150 m sample grid that spanned a visible leading edge of earthworm invasion and sampled earthworm populations and understory vegetation over four years. Across leading edges of earthworm invasion, increasing total earthworm biomass was associated with decreasing diversity and abundance of herbaceous plants in two of four study sites, and the abundance and density of tree seedlings decreased in three of four study sites. Sample points with the most diverse earthworm species assemblage, independent of biomass, had the lowest plant diversity. Changes in understory plant community composition were most affected by increasing biomass of the earthworm species Lumbricus rubellus. Where L. rubellus was absent there was a diverse community of native herbaceous plants, but where L. rubellus biomass reached its maximum, the herbaceous-plant community was dominated by Carex pensylvanica and Arisaema triphyllum and, in some cases, was completely absent. Evidence from these forest sites suggests that earthworm invasion can lead to dramatic changes in the understory community and that the nature of these changes is influenced by the species composition of the invading earthworm community.","ECOLOGY ","en",2006,"Jul","USA","Australia","10.1890/0012-9658(2006)87[1637:cihfup]2.co;2","https://www.jstor.org/stable/20069122","10.1111/gcb.13446","USA","Chippewa National Forest of northern Minnesota","Acer saccharum; earthworm invasion; ecosystem change; exotic species invasion; Lumbricidae; northern hardwood forests; tree seedlings; understory plant communities","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"199","Invader disruption of belowground plant mutualisms reduces carbon acquisition and alters allocation patterns in a native forest herb.","Alison N. Hale","Susan Kalisz","Abstract: Invasive plants impose novel selection pressures on naïve mutualistic interactions between native plants and their partners. As most plants critically rely on root fungal symbionts (RFSs) for soil resources, invaders that disrupt plant–RFS mutualisms can significantly depress native plant fitness. Here, we investigate the consequences of RFS mutualism disruption on native plant fitness in a glasshouse experiment with a forest invader that produces known anti‐fungal allelochemicals.Over 5 months, we regularly applied either green leaves of the allelopathic invader Alliaria petiolata, a nonsystemic fungicide to simulate A. petiolata's effects, or green leaves of nonallelopathic Hesperis matronalis (control) to pots containing the native Maianthemum racemosum and its RFSs. We repeatedly measured M. racemosum physiology and harvested plants periodically to assess carbon allocation.Alliaria petiolata and fungicide treatment effects were indistinguishable: we observed inhibition of the RFS soil hyphal network and significant reductions in M. racemosum physiology (photosynthesis, transpiration and conductance) and allocation (carbon storage, root biomass and asexual reproduction) in both treatments relative to the control.Our findings suggest a general mechanistic hypothesis for local extinction of native species in ecosystems challenged by allelopathic invaders: RFS mutualism disruption drives carbon stress, subsequent declines in native plant vigor, and, if chronic, declines in RFS‐dependent species abundance.","NEW PHYTOLOGIST ","en",2016,"Jan","USA","USA","10.1111/nph.13709","http://dx.doi.org/10.1111/nph.13709","10.1111/gcb.13446","Not found ","Not found","allelopathy; Alliaria petiolata; carbon allocation; invasion; mutualism disruption; physiology; root fungal symbionts","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"200","An unbiased correction for sampling error in validity generalization studies.","Larry V. Hedges","Larry V. Hedges","Abstract: Not found","JOURNAL OF APPLIED PSYCHOLOGY ","en",1989,"Jun","USA","USA","10.1037//0021-9010.74.3.469","http://dx.doi.org/10.1037//0021-9010.74.3.469","10.1111/gcb.13446","Not found ","Not found ","Not found ","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"201","Exotic earthworm invasions in North America: ecological and policy implications: expanding global commerce may be increasing thelikelihood of exotic earthworm invasions, which could have negative implications for soil processes, other animal and plant species, and importation of certain pathogens.","PAUL F. HENDRIX","PATRICK J. BOHLEN","Abstract: Earthworms are the best known and, in many situations, the most important animals that live in soil. Over 3500 earthworm species have been described worldwide, and it is estimated that further surveys will reveal this number to be much larger (Reynolds 1994, Fragoso et al. 1999). Distinct taxonomic groups of earthworms have arisen on every continent except Antarctica, and, through human transport, some groups have been distributed worldwide (Jamieson 1988, Reynolds 1994). The earthworm fauna of North America, including Canada, the continental United States, Mexico, and the islands of the Caribbean, consists of both native (Nearctic and Neotropical) and exotic species imported from many other regions of the world (Fender 1995, Fragoso et al. 1995, James 1995, Reynolds 1995). Any given locality may be inhabited by all native species, all exotic species, a combination of native and exotic species, or by no earthworms at all. Relative abundance and species composition of local fauna depend greatly on soil, climate, vegetation, topography, land use history, and especially on past invasions by exotic species.  Much of our knowledge of the earthworm fauna of North America is based on the work of Gordon E. Gates who, over a 60-year career, collected, described, and cataloged many of the currently recognized taxa, both native and exotic. Beginning in 1949, Gates collaborated with the US Department of Agriculture (USDA), Bureau of Plant Quarantine (now Animal and Plant Health Inspection Service, or APHIS) to intercept oligochaetes found in “plant-associated materials” (mostly soil) being imported into the United States. Over a 32-year period (1950–1982), Gates (1976, 1982) acquired thousands of specimens and was able to determine that earthworms from all over the world were continually being imported. There is no reason to expect that this situation has changed since 1982. Indeed, as with exotic plants, fungi, and insects (Ruesink et al. 1995, Campbell 2001, Mack and Lonsdale 2001), growing global commerce may be increasing the likelihood that exotic earthworms will be introduced, both inadvertently with the importation of soil-containing materials (e.g., agricultural and horticultural products; Gates 1976, 1982, Boag and Yeates 2001, Ehrenfeld and Scott 2001) and intentionally for use in commercial applications (e.g., waste management and land bioremediation; Lee 1995, Edwards 1998). Because previous invasions by exotic earthworms have had significant impacts on soil processes and plant communities in native ecosystems (e.g., Alban and Berry 1994, Groffman and Bohlen 1999, Hale et al. 2000), there may be reason for concern over continued unrestricted importation of earthworms.  Regulatory activities have not been effective in reducing earthworm introductions in most areas of the world (Boag and Yeates 2001), probably because legal restrictions traditionally have not targeted earthworms or their propagules. There presently are no specific regulations concerning earthworm imports into the United States. Earthworm importations are regulated by APHIS under the Federal Plant Pest Act because of the potential for introduction of exotic plant pathogens in their guts and in soil that might accompany them (Tracy A. Horner, USDA APHIS, personal communication, 3 January 2002). The recent outbreak of foot-and-mouth disease in Europe has heightened concern about earthworm imports, because some species may be vectors for that viral pathogen and others (Edwards and Bohlen 1996, Jamieson 2000). APHIS is now considering guidelines specifically for the importation of earthworms into the United States. In this article, which is derived from a report prepared recently for APHIS, we review the status of earthworms in North America, address problems associated with exotic earthworm invasions, and discuss criteria for assessing potential risks of earthworm importation.","BioScience","en",2002,"Sep","USA","USA","10.1641/0006-3568(2002)052[0801:eeiina]2.co;2","https://doi.org/10.1641/0006-3568(2002)052[0801:EEIINA]2.0.CO;2","10.1111/gcb.13446","USA","North America ","Not found ","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"202","Interactions of an introduced shrub and introduced earthworms in an Illinois urban woodland: impact on leaf litter decomposition.","Liam Heneghan","Kristen Fagen","Abstract: This study examined an 'invasional meltdown' where the invasion of a Midwestern, woodland by an exotic shrub (Rhamnus cathartica L.P. Mill) and the invasion by Eurasian earthworms facilitated one another. Using a litterbag approach, we examined mass loss of four substrates (R. cathartica, Acer saccharum, Quercus rubra, and Quercus alba) along a gradient of Eurasian earthworm density and biomass throughout a 40.5 ha oak woodland in Glencoe, Illinois. Earthworm densities and biomass were greatest in patches where R. cathartica prevailed, and populations were lowest in an upland forest subcommunity within the woodland. At each of three points along this earthworm gradient, we placed replicated litterbags constructed either to permit or to deny access to the titter by earthworms. The treatments were, therefore, plot treatments (tow, medium and high earthworm density and biomass) and litterbag treatments (earthworm access and earthworm excluded). We found that earthworms promoted a very rapid loss of litter from R. cathartica bags. Within 3 months greater than 90% of this litter was Lost from the litterbags. Earthworm impacts on other substrates followed the sequence A. saccharum > Q. alba = Q. rubra. Effects of both litterbag and plot treatments were found within 3 months for A. saccharum but Quercus species were affected only after a year. We propose that the impact of earthworms on litter breakdown creates conditions that promote and sustain invasion by R. cathartica. Previous work has demonstrated that R. cathortica may alter soil properties in a way that promotes and sustains invasion by earthworms. These findings have implications for the restoration management of these systems, since the legacy of R. cathartica on soil properties and earthworm populations may persist even after the plant has been physically removed. ","Pedobiologia","en",2007,"Jan","USA","Not found","10.1016/j.pedobi.2006.1002","https://doi.org/10.1016/J.PEDOBI.2006.10.002","10.1111/gcb.13446","USA","oak woodland in Glencoe, Illinois","Rhamnus cathartica; buckthorn; invasive plant; invasive earthworms; invasion; meltdown; midwestern woodland ","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"203","Effects of earthworm invasion on plant species richness in northern hardwood forests.","ANDREW R. HOLDSWORTH","PETER B. REICH","Abstract: : The invasion of non‐native earthworms (Lumbricus spp.) into a small number of intensively studied stands of northern hardwood forest has been linked to declines in plant diversity and the local extirpation of one threatened species. It is unknown, however, whether these changes have occurred across larger regions of hardwood forests, which plant species are most vulnerable, or with which earthworm species such changes are associated most closely. To address these issues we conducted a regional survey in the Chippewa and Chequamegon national forests in Minnesota and Wisconsin (U.S.A.), respectively. We sampled earthworms, soils, and vegetation, examined deer browse in 20 mature, sugar‐maple‐dominated forest stands in each national forest, and analyzed the relationship between invasive earthworms and vascular plant species richness and composition. Invasion by Lumbricus was a strong indicator of reduced plant richness in both national forests. The mass of Lumbricus juveniles was significantly and negatively related to plant‐species richness in both forests. In addition, Lumbricus was a significant factor affecting plant richness in a full model that included multiple variables. In the Chequamegon National Forest earthworm mass was associated with higher sedge cover and lower cover of sugar maple seedlings and several forb species. The trends were similar but not as pronounced in Chippewa, perhaps due to lower deer densities and different earthworm species composition. Our results provide regional evidence that invasion by Lumbricus species may be an important mechanism in reduced plant‐species richness and changes in plant communities in mature forests dominated by sugar maples.",,"en",2007,,,,"10.1111/j.1523-1739.20070740.x","https://doi.org/10.1111/j.1523-1739.2007.00740.x","10.1111/gcb.13446",,,,"introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"204","Regional extent of an ecosystem engineer: Earthworm invasion in northern hardwood forests.","Andrew R. Holdsworth","Peter B. Reich","Abstract: The invasion of exotic earthworms into northern temperate and boreal forests previously devoid of earthworms is an important driver of ecosystem change. Earthworm invasion can cause significant changes in soil structure and communities, nutrient cycles, and the diversity and abundance of herbaceous plants. However, the regional extent and patterns of this invasion are poorly known. We conducted a regional survey in the Chippewa and Chequamegon National Forests, in Minnesota and Wisconsin, USA, respectively, to measure the extent and patterns of earthworm invasion and their relationship to potential earthworm introduction sites. We sampled earthworms, soils, and vegetation in 20 mature, sugar maple‐dominated forest stands in each national forest and analyzed the relationship between the presence of five earthworm taxonomic groups, habitat variables, and distance to the nearest potential introduction site. Earthworm invasion was extensive but incomplete in the two national forests. Four of the six earthworm taxonomic groups occurred in 55–95% of transects; however 20% of all transects were invaded by only one taxonomic group that has relatively minor ecological effects. Earthworm taxonomic groups exhibited a similar sequence of invasion found in other studies:Dendrobaena&gt;Aporrectodea=Lumbricusjuveniles &gt;L. rubellus&gt;L. terrestris.Distance to the nearest road was the best predictor of earthworm invasion in Wisconsin while distance to the nearest cabin was the best predictor in Minnesota. These data allow us to make preliminary assessments of landscape patterns of earthworm invasion. As an example, we estimate that 82% of upland mesic hardwood stands in the Wisconsin region are likely invaded by most taxonomic groups while only 3% are unlikely to be invaded at present. Distance to roads and cabins provides a coarse‐scale predictor of earthworm invasion to focus stand‐level assessments that will help forest managers better understand current and potential forest conditions and identify uninvaded areas that could serve as important refugia for plant species threatened by earthworm invasion.",,"en",2007,,,,"10.1890/05-2003.1","http://dx.doi.org/10.1890/05-2003.1","10.1111/gcb.13446",,,,"introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"205","Uses and misuses of meta-analysis in plant ecology.","Julia Koricheva","Jessica Gurevitch","Abstract: The number of published meta‐analyses in plant ecology has increased greatly over the last two decades. Meta‐analysis has made a significant contribution to the field, allowing review of evidence for various ecological hypotheses and theories, estimation of effects of major environmental drivers (climate change, habitat fragmentation, invasive species, air pollution), assessment of management and conservation strategies, and comparison of effects across different temporal and spatial scales, taxa and ecosystems, as well as research gap identification.We identified 322 meta‐analyses published in the field of plant ecology between 1996 and 2013 in 95 different journals and assessed their methodological and reporting quality according to standard criteria. Despite significant recent developments in the methodology of meta‐analysis, the quality of published meta‐analyses was uneven and showed little improvement over time.We found many cases of imprecise and inaccurate usage of the term ‘meta‐analysis’ in plant ecology, particularly confusion between meta‐analysis and vote counting and incorrect application of statistical techniques designed for primary studies to meta‐analytical data, without recognition of the violation of statistical assumptions of the analyses.Methodological issues for meta‐analyses in plant ecology include incomplete reporting of search strategy used to retrieve primary studies, failure to test for possible publication bias and to conduct sensitivity analysis to test the robustness of the results, as well as lack of availability of the data set used for the analyses.The use of meta‐analysis is particularly common in community ecology, ecophysiology and ecosystem ecology, but meta‐analyses in ecophysiology are more likely not to meet standard quality criteria than papers in other subdisciplines. Fewer meta‐analyses have been conducted in plant population ecology.Synthesis. Over the past two decades, plant ecologists have embraced meta‐analysis as a statistical tool to combine results across studies, and much has been learned as a result. However, as the popularity and usage of meta‐analysis in the field of plant ecology has grown, establishment of quality standards, as has been done in other disciplines, becomes increasingly important. In order to improve the quality of future meta‐analyses in plant ecology, we suggest adoption of a checklist of quality criteria for meta‐analysis for use by research synthesists, peer reviewers and journal editors.",,"en",2014,,"UK","USA","10.1111/1365-2745.12224","http://dx.doi.org/10.1111/1365-2745.12224","10.1111/gcb.13446",,,,"introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"206","Handbook of Meta-Analysis in Ecology and Evolution.",,,"Abstract: Meta-analysis is a powerful statistical methodology for synthesizing research evidence across independent studies. This is the first comprehensive handbook of meta-analysis written specifically for ecologists and evolutionary biologists, and it provides an invaluable introduction for beginners as well as an up-to-date guide for experienced meta-analysts. The chapters walk readers through every step of meta-analysis, from problem formulation to the presentation of the results. The book identifies both the advantages of using meta-analysis for research synthesis and the potential pitfalls and limitations of meta-analysis (including when it should not be used). Different approaches to carrying out a meta-analysis are described, and include moment and least-square, maximum likelihood, and Bayesian approaches, all illustrated using worked examples based on real biological datasets. The book is tailored to the biological sciences, and will provide an invaluable text for practitioners from graduate students and senior scientists to policymakers in conservation and environmental management.",,"en",2013,,,,"10.23943/princeton/978069113728501001","9780691137285","10.1111/gcb.13446",,,,"introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
